,Label
1700,NonEB
12734,EB
1614,NonEB
3772,NonEB
6890,EB
426,NonEB
1487,NonEB
8838,EB
1864,NonEB
5571,EB
5845,EB
11849,EB
11798,EB
9828,EB
12232,EB
10815,EB
7944,EB
11481,EB
7019,EB
6547,EB
6762,EB
8318,EB
11497,EB
2931,NonEB
6427,EB
5861,EB
2191,NonEB
4826,NonEB
3458,NonEB
12206,EB
4638,NonEB
1698,NonEB
154,NonEB
12179,EB
3135,NonEB
10003,EB
12108,EB
3100,NonEB
7625,EB
10548,EB
8065,EB
5883,EB
4246,NonEB
11733,EB
3350,NonEB
8331,EB
2885,NonEB
10135,EB
5539,EB
3393,NonEB
12424,EB
6497,EB
6111,EB
10505,EB
4514,NonEB
4455,NonEB
5025,NonEB
5938,EB
7542,EB
509,NonEB
9747,EB
9589,EB
9878,EB
3756,NonEB
7243,EB
2519,NonEB
1987,NonEB
6587,EB
494,NonEB
4865,NonEB
6224,EB
3440,NonEB
11937,EB
2314,NonEB
7682,EB
11784,EB
6190,EB
4854,NonEB
11263,EB
2325,NonEB
9271,EB
8627,EB
12975,EB
2229,NonEB
8928,EB
9301,EB
4382,NonEB
10500,EB
2992,NonEB
11146,EB
9408,EB
12290,EB
5153,NonEB
4064,NonEB
3509,NonEB
3965,NonEB
10765,EB
1744,NonEB
10644,EB
6768,EB
5820,EB
4499,NonEB
12088,EB
1818,NonEB
3359,NonEB
11700,EB
7960,EB
2195,NonEB
9923,EB
11920,EB
4318,NonEB
7679,EB
11630,EB
7210,EB
4149,NonEB
10507,EB
8152,EB
3137,NonEB
7118,EB
6128,EB
4636,NonEB
13395,EB
9854,EB
4589,NonEB
11595,EB
3306,NonEB
1494,NonEB
11547,EB
10779,EB
12133,EB
9516,EB
11341,EB
12754,EB
3412,NonEB
6506,EB
9268,EB
4982,NonEB
6769,EB
13209,EB
8028,EB
9367,EB
4347,NonEB
13380,EB
6549,EB
3888,NonEB
10951,EB
7602,EB
11625,EB
4512,NonEB
7002,EB
4613,NonEB
12606,EB
9187,EB
3627,NonEB
10463,EB
3294,NonEB
6262,EB
2426,NonEB
12220,EB
9936,EB
8230,EB
12178,EB
4390,NonEB
5612,EB
8718,EB
43,NonEB
8528,EB
4132,NonEB
1002,NonEB
12605,EB
8872,EB
2924,NonEB
5581,EB
2798,NonEB
9432,EB
2045,NonEB
12775,EB
8413,EB
8378,EB
748,NonEB
6417,EB
12580,EB
9982,EB
8665,EB
82,NonEB
7460,EB
11197,EB
3826,NonEB
8051,EB
3845,NonEB
4389,NonEB
3955,NonEB
12766,EB
2279,NonEB
5075,NonEB
3150,NonEB
2579,NonEB
1212,NonEB
12471,EB
13185,EB
8078,EB
5076,NonEB
393,NonEB
12332,EB
2292,NonEB
10319,EB
2205,NonEB
12674,EB
4762,NonEB
796,NonEB
13102,EB
712,NonEB
13329,EB
8797,EB
2766,NonEB
11498,EB
3248,NonEB
12747,EB
5127,NonEB
9209,EB
856,NonEB
7070,EB
4040,NonEB
7222,EB
1483,NonEB
10995,EB
2920,NonEB
12242,EB
5305,EB
8191,EB
11213,EB
12537,EB
9033,EB
10324,EB
9261,EB
2232,NonEB
12495,EB
12200,EB
1633,NonEB
8919,EB
10017,EB
4567,NonEB
5988,EB
12894,EB
9892,EB
4786,NonEB
7908,EB
12097,EB
13546,EB
3856,NonEB
12707,EB
13027,EB
9549,EB
11732,EB
4327,NonEB
13281,EB
12145,EB
2709,NonEB
8308,EB
7869,EB
13659,EB
8913,EB
12854,EB
3816,NonEB
13203,EB
10820,EB
3665,NonEB
5959,EB
11246,EB
3058,NonEB
6647,EB
5585,EB
8977,EB
6689,EB
8382,EB
4324,NonEB
10414,EB
12111,EB
7095,EB
7010,EB
12020,EB
2486,NonEB
10771,EB
8733,EB
7825,EB
6936,EB
10530,EB
5512,EB
7861,EB
6455,EB
3379,NonEB
6888,EB
11163,EB
5852,EB
2009,NonEB
8960,EB
12702,EB
9950,EB
6575,EB
7676,EB
2728,NonEB
12507,EB
1088,NonEB
2127,NonEB
12915,EB
9834,EB
4028,NonEB
1098,NonEB
12996,EB
63,NonEB
11470,EB
474,NonEB
9329,EB
11277,EB
6956,EB
13103,EB
5847,EB
5231,EB
4835,NonEB
4284,NonEB
10267,EB
11457,EB
2937,NonEB
3436,NonEB
5496,EB
2345,NonEB
2420,NonEB
3613,NonEB
12921,EB
486,NonEB
7230,EB
10900,EB
8906,EB
13599,EB
1997,NonEB
4259,NonEB
1407,NonEB
5407,EB
13677,EB
7296,EB
11211,EB
4907,NonEB
10099,EB
9024,EB
6467,EB
1506,NonEB
8894,EB
13251,EB
11148,EB
10016,EB
4035,NonEB
2718,NonEB
5510,EB
1793,NonEB
6943,EB
1147,NonEB
4287,NonEB
13563,EB
1795,NonEB
7021,EB
5627,EB
5123,NonEB
13333,EB
1080,NonEB
10659,EB
9679,EB
6635,EB
6507,EB
5742,EB
11697,EB
7808,EB
3598,NonEB
11667,EB
11803,EB
1296,NonEB
612,NonEB
8722,EB
7855,EB
11473,EB
552,NonEB
12107,EB
11662,EB
5197,NonEB
777,NonEB
10413,EB
158,NonEB
3229,NonEB
8389,EB
162,NonEB
7003,EB
12156,EB
2386,NonEB
9421,EB
12018,EB
10304,EB
11167,EB
6797,EB
2854,NonEB
3250,NonEB
5135,NonEB
10866,EB
1505,NonEB
6904,EB
1653,NonEB
5427,EB
8577,EB
13614,EB
1575,NonEB
10337,EB
1556,NonEB
3447,NonEB
8039,EB
1149,NonEB
310,NonEB
4356,NonEB
4446,NonEB
12908,EB
12950,EB
7472,EB
4758,NonEB
9740,EB
8944,EB
5591,EB
1728,NonEB
6376,EB
3774,NonEB
4494,NonEB
2537,NonEB
8059,EB
3274,NonEB
6522,EB
6088,EB
1037,NonEB
13047,EB
8317,EB
2875,NonEB
11645,EB
3817,NonEB
194,NonEB
10561,EB
13759,EB
4659,NonEB
11310,EB
439,NonEB
9562,EB
718,NonEB
4143,NonEB
11100,EB
6817,EB
13387,EB
11018,EB
5276,EB
9311,EB
12186,EB
9887,EB
1315,NonEB
9028,EB
12520,EB
7169,EB
11209,EB
11185,EB
5274,EB
4545,NonEB
7575,EB
11254,EB
2796,NonEB
7832,EB
5616,EB
432,NonEB
5705,EB
10488,EB
12470,EB
6640,EB
5982,EB
11089,EB
9993,EB
12812,EB
6977,EB
12880,EB
3318,NonEB
727,NonEB
13060,EB
9190,EB
5319,EB
2591,NonEB
823,NonEB
13417,EB
6496,EB
5918,EB
4931,NonEB
2062,NonEB
9064,EB
5358,EB
917,NonEB
11002,EB
791,NonEB
9164,EB
10914,EB
5290,EB
13740,EB
11929,EB
4527,NonEB
1255,NonEB
10076,EB
3094,NonEB
6664,EB
12365,EB
563,NonEB
2340,NonEB
1785,NonEB
3120,NonEB
3877,NonEB
7636,EB
11520,EB
6667,EB
11527,EB
8424,EB
5476,EB
12729,EB
7175,EB
11374,EB
10434,EB
6652,EB
7189,EB
2755,NonEB
3943,NonEB
6232,EB
6080,EB
3874,NonEB
5970,EB
11656,EB
3165,NonEB
1131,NonEB
9208,EB
11030,EB
223,NonEB
6782,EB
12127,EB
6717,EB
1925,NonEB
1569,NonEB
10746,EB
411,NonEB
2425,NonEB
3873,NonEB
7962,EB
9219,EB
6671,EB
7911,EB
7984,EB
2887,NonEB
8990,EB
7091,EB
12302,EB
10541,EB
3920,NonEB
11343,EB
1940,NonEB
779,NonEB
3758,NonEB
12897,EB
4578,NonEB
8406,EB
174,NonEB
9089,EB
6557,EB
5416,EB
8330,EB
1894,NonEB
3508,NonEB
7762,EB
8169,EB
10848,EB
940,NonEB
7461,EB
2611,NonEB
12192,EB
9759,EB
53,NonEB
4953,NonEB
4734,NonEB
12202,EB
8323,EB
9429,EB
8,NonEB
13749,EB
10850,EB
8721,EB
6723,EB
9284,EB
6454,EB
7360,EB
331,NonEB
3560,NonEB
8715,EB
3685,NonEB
3386,NonEB
13529,EB
1075,NonEB
13560,EB
7164,EB
10873,EB
3883,NonEB
8011,EB
11934,EB
4338,NonEB
4348,NonEB
6830,EB
7470,EB
4500,NonEB
13623,EB
10024,EB
11822,EB
6597,EB
11314,EB
6318,EB
13458,EB
8619,EB
6332,EB
10128,EB
3290,NonEB
4474,NonEB
5822,EB
2949,NonEB
5437,EB
806,NonEB
12513,EB
9853,EB
5873,EB
4792,NonEB
9536,EB
7104,EB
8940,EB
8678,EB
10743,EB
3034,NonEB
3534,NonEB
6184,EB
5281,EB
10705,EB
4439,NonEB
9577,EB
9722,EB
10745,EB
3280,NonEB
13234,EB
6066,EB
8340,EB
7723,EB
11279,EB
653,NonEB
8343,EB
9652,EB
454,NonEB
11441,EB
1053,NonEB
5787,EB
5770,EB
12642,EB
2490,NonEB
12067,EB
1536,NonEB
9016,EB
1150,NonEB
5793,EB
2481,NonEB
8240,EB
13363,EB
8561,EB
5613,EB
7200,EB
11622,EB
13513,EB
12078,EB
4863,NonEB
10520,EB
9611,EB
5335,EB
5186,NonEB
13217,EB
11239,EB
11116,EB
2047,NonEB
8832,EB
2077,NonEB
8658,EB
616,NonEB
8381,EB
2911,NonEB
8417,EB
9811,EB
3231,NonEB
2913,NonEB
8697,EB
5316,EB
7573,EB
5008,NonEB
3682,NonEB
8385,EB
9743,EB
472,NonEB
2707,NonEB
12371,EB
4874,NonEB
9217,EB
5622,EB
10187,EB
2914,NonEB
5458,EB
12099,EB
1726,NonEB
4307,NonEB
11097,EB
9937,EB
13287,EB
6129,EB
4704,NonEB
1154,NonEB
8578,EB
3728,NonEB
7517,EB
10678,EB
8745,EB
879,NonEB
12973,EB
6510,EB
8105,EB
4587,NonEB
7161,EB
4607,NonEB
11879,EB
1764,NonEB
2216,NonEB
12121,EB
7950,EB
2923,NonEB
11033,EB
3202,NonEB
12434,EB
212,NonEB
6374,EB
9400,EB
5754,EB
6210,EB
6750,EB
4218,NonEB
4689,NonEB
7394,EB
6646,EB
3552,NonEB
1087,NonEB
6565,EB
520,NonEB
2919,NonEB
10638,EB
11916,EB
2117,NonEB
4810,NonEB
9972,EB
9624,EB
2950,NonEB
8967,EB
2418,NonEB
3812,NonEB
4206,NonEB
5041,NonEB
99,NonEB
1232,NonEB
10994,EB
2674,NonEB
9042,EB
8810,EB
6344,EB
1839,NonEB
12033,EB
13284,EB
6028,EB
1203,NonEB
1780,NonEB
849,NonEB
13461,EB
6534,EB
3332,NonEB
6781,EB
2353,NonEB
10193,EB
3004,NonEB
6564,EB
9230,EB
12898,EB
5750,EB
2560,NonEB
12422,EB
2868,NonEB
3760,NonEB
3219,NonEB
4444,NonEB
1238,NonEB
8654,EB
2084,NonEB
1432,NonEB
7244,EB
12151,EB
5422,EB
4088,NonEB
12643,EB
2606,NonEB
6037,EB
7265,EB
12647,EB
2595,NonEB
8392,EB
898,NonEB
4727,NonEB
5014,NonEB
10824,EB
11993,EB
10808,EB
13764,EB
9542,EB
5004,NonEB
11417,EB
980,NonEB
2143,NonEB
3533,NonEB
2036,NonEB
2838,NonEB
2088,NonEB
12040,EB
8880,EB
11783,EB
5384,EB
8659,EB
787,NonEB
588,NonEB
3442,NonEB
13743,EB
3230,NonEB
3683,NonEB
3020,NonEB
2547,NonEB
1743,NonEB
7619,EB
5601,EB
11190,EB
1604,NonEB
12873,EB
7715,EB
10083,EB
2072,NonEB
10216,EB
7552,EB
3866,NonEB
11984,EB
428,NonEB
6094,EB
209,NonEB
1468,NonEB
13156,EB
11333,EB
1584,NonEB
2364,NonEB
4421,NonEB
9058,EB
511,NonEB
13522,EB
6734,EB
2787,NonEB
11181,EB
13172,EB
328,NonEB
10686,EB
2940,NonEB
5363,EB
1117,NonEB
11791,EB
7121,EB
4298,NonEB
73,NonEB
6301,EB
7295,EB
11649,EB
2139,NonEB
2030,NonEB
13646,EB
12453,EB
10195,EB
4938,NonEB
6793,EB
11174,EB
9067,EB
562,NonEB
12526,EB
2366,NonEB
10233,EB
5061,NonEB
466,NonEB
8677,EB
9377,EB
8963,EB
12380,EB
10909,EB
2158,NonEB
11069,EB
1992,NonEB
208,NonEB
246,NonEB
13566,EB
2517,NonEB
13564,EB
8305,EB
164,NonEB
738,NonEB
1502,NonEB
9708,EB
6663,EB
4319,NonEB
6051,EB
2316,NonEB
3259,NonEB
9364,EB
11445,EB
5486,EB
11378,EB
1038,NonEB
10619,EB
13519,EB
2909,NonEB
6800,EB
11418,EB
9005,EB
8864,EB
9613,EB
12159,EB
1007,NonEB
2041,NonEB
4948,NonEB
5302,EB
1786,NonEB
10865,EB
6421,EB
5134,NonEB
4751,NonEB
7851,EB
4325,NonEB
4468,NonEB
8536,EB
1562,NonEB
10697,EB
10835,EB
2740,NonEB
10254,EB
11653,EB
4043,NonEB
290,NonEB
2629,NonEB
12283,EB
4699,NonEB
11491,EB
5631,EB
10503,EB
4208,NonEB
4205,NonEB
2528,NonEB
5328,EB
7677,EB
1951,NonEB
7508,EB
2099,NonEB
7174,EB
4804,NonEB
4552,NonEB
2351,NonEB
11297,EB
5893,EB
4172,NonEB
8216,EB
7009,EB
6719,EB
3505,NonEB
6201,EB
7555,EB
13300,EB
4395,NonEB
13368,EB
185,NonEB
4226,NonEB
12833,EB
10171,EB
7952,EB
28,NonEB
8481,EB
8981,EB
4385,NonEB
7941,EB
1277,NonEB
869,NonEB
12946,EB
3583,NonEB
11112,EB
11298,EB
11216,EB
9978,EB
8344,EB
1943,NonEB
7216,EB
8777,EB
8719,EB
10208,EB
1534,NonEB
645,NonEB
12731,EB
6519,EB
6757,EB
6951,EB
10649,EB
9225,EB
9742,EB
3371,NonEB
4402,NonEB
1391,NonEB
12381,EB
8667,EB
2862,NonEB
8746,EB
12889,EB
10899,EB
12954,EB
12128,EB
2890,NonEB
4255,NonEB
9138,EB
10321,EB
6293,EB
13485,EB
6182,EB
9526,EB
6335,EB
5296,EB
8668,EB
7170,EB
3399,NonEB
7813,EB
5105,NonEB
3375,NonEB
4502,NonEB
2398,NonEB
1326,NonEB
9961,EB
7389,EB
130,NonEB
12792,EB
5969,EB
4796,NonEB
2138,NonEB
12341,EB
11972,EB
1823,NonEB
812,NonEB
2630,NonEB
5481,EB
2592,NonEB
607,NonEB
7864,EB
1190,NonEB
13424,EB
10514,EB
12467,EB
12698,EB
12431,EB
12991,EB
5846,EB
12610,EB
11514,EB
7862,EB
10869,EB
2022,NonEB
7518,EB
11826,EB
12514,EB
801,NonEB
4950,NonEB
10782,EB
10133,EB
2087,NonEB
13737,EB
1064,NonEB
9249,EB
5456,EB
1341,NonEB
2777,NonEB
5339,EB
518,NonEB
2614,NonEB
11788,EB
9547,EB
10270,EB
12169,EB
4283,NonEB
7655,EB
12993,EB
5855,EB
4042,NonEB
141,NonEB
7656,EB
10242,EB
8097,EB
5530,EB
38,NonEB
12942,EB
908,NonEB
273,NonEB
170,NonEB
11701,EB
6978,EB
6109,EB
11171,EB
5517,EB
759,NonEB
3623,NonEB
12757,EB
1096,NonEB
989,NonEB
5502,EB
455,NonEB
9079,EB
5403,EB
11346,EB
2224,NonEB
6777,EB
12710,EB
8425,EB
13466,EB
13165,EB
11818,EB
13654,EB
794,NonEB
4833,NonEB
8142,EB
2866,NonEB
10748,EB
2572,NonEB
8145,EB
8933,EB
6476,EB
12247,EB
9290,EB
13009,EB
4551,NonEB
10377,EB
11612,EB
6306,EB
11647,EB
10543,EB
5737,EB
782,NonEB
8741,EB
6642,EB
421,NonEB
5334,EB
12321,EB
193,NonEB
7612,EB
900,NonEB
1401,NonEB
6742,EB
5903,EB
3938,NonEB
3686,NonEB
9418,EB
51,NonEB
5408,EB
12597,EB
6422,EB
9612,EB
12472,EB
11440,EB
5429,EB
10207,EB
11875,EB
3911,NonEB
695,NonEB
11705,EB
1309,NonEB
6895,EB
13592,EB
2373,NonEB
10407,EB
3163,NonEB
10876,EB
7700,EB
5666,EB
7943,EB
4745,NonEB
4858,NonEB
9779,EB
334,NonEB
3387,NonEB
1288,NonEB
10985,EB
12052,EB
8636,EB
9188,EB
9909,EB
9378,EB
10992,EB
155,NonEB
2530,NonEB
12374,EB
6346,EB
12269,EB
7284,EB
6957,EB
11234,EB
6953,EB
2568,NonEB
8946,EB
3033,NonEB
13388,EB
8762,EB
7563,EB
9437,EB
1276,NonEB
10070,EB
3272,NonEB
1941,NonEB
2785,NonEB
5923,EB
9265,EB
656,NonEB
13476,EB
6457,EB
12464,EB
2910,NonEB
8493,EB
11745,EB
5103,NonEB
8223,EB
4046,NonEB
13589,EB
3119,NonEB
3831,NonEB
8968,EB
1672,NonEB
1802,NonEB
3476,NonEB
4374,NonEB
456,NonEB
1481,NonEB
160,NonEB
2136,NonEB
12956,EB
9734,EB
8601,EB
5253,EB
4624,NonEB
5055,NonEB
1045,NonEB
9998,EB
1721,NonEB
4922,NonEB
6912,EB
8582,EB
3730,NonEB
4321,NonEB
4309,NonEB
445,NonEB
9726,EB
7355,EB
689,NonEB
3222,NonEB
11064,EB
4579,NonEB
11644,EB
3315,NonEB
13109,EB
6619,EB
3486,NonEB
8491,EB
1280,NonEB
2472,NonEB
11878,EB
6718,EB
12694,EB
7784,EB
9476,EB
2354,NonEB
966,NonEB
11751,EB
9457,EB
7207,EB
13536,EB
1730,NonEB
9276,EB
2731,NonEB
11804,EB
10346,EB
13168,EB
3720,NonEB
214,NonEB
2970,NonEB
7587,EB
3232,NonEB
884,NonEB
5901,EB
4565,NonEB
8072,EB
5324,EB
10752,EB
6023,EB
7126,EB
13724,EB
599,NonEB
4794,NonEB
11107,EB
10872,EB
4709,NonEB
13429,EB
923,NonEB
13575,EB
5798,EB
13416,EB
2275,NonEB
4857,NonEB
538,NonEB
7598,EB
7496,EB
7635,EB
3400,NonEB
8747,EB
1618,NonEB
1272,NonEB
13220,EB
8284,EB
7644,EB
6217,EB
13361,EB
8454,EB
3111,NonEB
8334,EB
6755,EB
6896,EB
12122,EB
3337,NonEB
2026,NonEB
2372,NonEB
7166,EB
446,NonEB
6773,EB
8725,EB
8711,EB
4119,NonEB
5768,EB
7680,EB
8403,EB
13542,EB
3687,NonEB
5694,EB
7551,EB
13507,EB
3484,NonEB
119,NonEB
1905,NonEB
2059,NonEB
6056,EB
5069,NonEB
11876,EB
7308,EB
4136,NonEB
2063,NonEB
7198,EB
5800,EB
10842,EB
10518,EB
6481,EB
3779,NonEB
7131,EB
3,NonEB
2926,NonEB
9523,EB
1708,NonEB
10617,EB
3858,NonEB
9189,EB
10560,EB
13733,EB
6990,EB
11258,EB
8300,EB
11750,EB
7290,EB
4093,NonEB
5466,EB
118,NonEB
7392,EB
3444,NonEB
2298,NonEB
12972,EB
6577,EB
7112,EB
9898,EB
12329,EB
9274,EB
255,NonEB
1491,NonEB
8226,EB
6414,EB
1960,NonEB
47,NonEB
996,NonEB
3957,NonEB
9517,EB
7529,EB
9120,EB
46,NonEB
6517,EB
872,NonEB
1069,NonEB
8103,EB
13283,EB
10976,EB
1479,NonEB
1140,NonEB
12322,EB
8544,EB
6268,EB
1229,NonEB
11476,EB
7332,EB
8826,EB
11598,EB
1496,NonEB
4488,NonEB
4408,NonEB
854,NonEB
12316,EB
375,NonEB
2257,NonEB
2932,NonEB
11122,EB
9532,EB
11145,EB
4930,NonEB
288,NonEB
1442,NonEB
3460,NonEB
9570,EB
1548,NonEB
8648,EB
13271,EB
4350,NonEB
2465,NonEB
2508,NonEB
4641,NonEB
4403,NonEB
5902,EB
11592,EB
7229,EB
1086,NonEB
10980,EB
9625,EB
341,NonEB
6244,EB
4546,NonEB
9267,EB
5811,EB
4223,NonEB
5382,EB
10228,EB
5790,EB
11762,EB
11230,EB
4142,NonEB
902,NonEB
6204,EB
7101,EB
12990,EB
732,NonEB
10881,EB
10322,EB
3669,NonEB
1298,NonEB
7224,EB
7276,EB
10927,EB
13144,EB
10448,EB
3954,NonEB
7671,EB
5584,EB
12912,EB
5257,EB
2933,NonEB
7103,EB
5454,EB
10786,EB
5860,EB
2493,NonEB
5802,EB
12525,EB
746,NonEB
6809,EB
1693,NonEB
9561,EB
3630,NonEB
6168,EB
4371,NonEB
11961,EB
4963,NonEB
8272,EB
733,NonEB
6720,EB
3142,NonEB
11774,EB
11570,EB
2473,NonEB
1214,NonEB
10154,EB
559,NonEB
1870,NonEB
7811,EB
8553,EB
9713,EB
1782,NonEB
6324,EB
3347,NonEB
5755,EB
4112,NonEB
1529,NonEB
10567,EB
2002,NonEB
8354,EB
11686,EB
11166,EB
12060,EB
5909,EB
176,NonEB
13720,EB
4544,NonEB
6377,EB
11430,EB
9051,EB
9062,EB
2494,NonEB
2142,NonEB
2467,NonEB
3978,NonEB
8879,EB
13202,EB
6791,EB
4160,NonEB
11162,EB
9802,EB
7494,EB
5546,EB
13464,EB
13750,EB
11765,EB
5304,EB
1406,NonEB
11985,EB
1057,NonEB
4118,NonEB
5218,EB
4834,NonEB
12462,EB
11757,EB
4708,NonEB
11872,EB
1399,NonEB
4695,NonEB
3286,NonEB
13043,EB
1955,NonEB
2991,NonEB
3184,NonEB
2695,NonEB
2137,NonEB
2053,NonEB
5780,EB
6231,EB
11446,EB
10654,EB
5401,EB
5204,EB
2752,NonEB
4147,NonEB
12648,EB
4795,NonEB
5402,EB
8818,EB
7077,EB
2033,NonEB
4265,NonEB
313,NonEB
7302,EB
3276,NonEB
12285,EB
13088,EB
11131,EB
821,NonEB
12482,EB
888,NonEB
2891,NonEB
6853,EB
9669,EB
12601,EB
242,NonEB
8292,EB
3395,NonEB
12577,EB
4766,NonEB
11058,EB
11652,EB
11782,EB
10390,EB
12910,EB
13672,EB
5729,EB
11086,EB
4663,NonEB
2634,NonEB
5672,EB
8572,EB
4732,NonEB
4647,NonEB
4630,NonEB
12716,EB
6239,EB
9223,EB
11563,EB
149,NonEB
1181,NonEB
7052,EB
52,NonEB
13344,EB
4981,NonEB
780,NonEB
7345,EB
10168,EB
11015,EB
2696,NonEB
8616,EB
9688,EB
10480,EB
8652,EB
13539,EB
5090,NonEB
11716,EB
13638,EB
20,NonEB
6264,EB
8774,EB
2082,NonEB
4886,NonEB
126,NonEB
11349,EB
8566,EB
1918,NonEB
203,NonEB
7038,EB
13339,EB
9884,EB
4719,NonEB
10466,EB
5116,NonEB
13135,EB
10249,EB
1427,NonEB
5278,EB
4434,NonEB
4573,NonEB
3305,NonEB
7957,EB
4331,NonEB
3712,NonEB
8607,EB
11766,EB
6908,EB
11643,EB
4290,NonEB
13676,EB
272,NonEB
7209,EB
5163,NonEB
4193,NonEB
7492,EB
7751,EB
9672,EB
8525,EB
5859,EB
2262,NonEB
2575,NonEB
12260,EB
6884,EB
7181,EB
11707,EB
4204,NonEB
5178,NonEB
1546,NonEB
4686,NonEB
10523,EB
11262,EB
13608,EB
3748,NonEB
11642,EB
7094,EB
9750,EB
13181,EB
4703,NonEB
10163,EB
11772,EB
5003,NonEB
11370,EB
7865,EB
3979,NonEB
3526,NonEB
13263,EB
725,NonEB
1865,NonEB
7920,EB
5099,NonEB
12069,EB
11611,EB
6501,EB
10542,EB
3096,NonEB
2529,NonEB
10646,EB
10165,EB
1613,NonEB
8352,EB
8567,EB
8289,EB
642,NonEB
6526,EB
3295,NonEB
2228,NonEB
10323,EB
1830,NonEB
1641,NonEB
13247,EB
1152,NonEB
10757,EB
9833,EB
8766,EB
6770,EB
4186,NonEB
12919,EB
12820,EB
1538,NonEB
6677,EB
1840,NonEB
11373,EB
1311,NonEB
4976,NonEB
521,NonEB
9948,EB
3800,NonEB
1351,NonEB
1416,NonEB
4124,NonEB
8497,EB
12641,EB
5690,EB
11301,EB
4660,NonEB
1594,NonEB
6084,EB
8761,EB
2895,NonEB
4243,NonEB
11090,EB
2311,NonEB
7135,EB
10355,EB
3249,NonEB
12784,EB
7333,EB
1632,NonEB
6834,EB
6137,EB
12521,EB
9905,EB
2976,NonEB
5999,EB
10034,EB
9812,EB
1439,NonEB
12589,EB
4728,NonEB
930,NonEB
12055,EB
1679,NonEB
4079,NonEB
4194,NonEB
4787,NonEB
11352,EB
5006,NonEB
10536,EB
9512,EB
6537,EB
10182,EB
11226,EB
2792,NonEB
10415,EB
4761,NonEB
10990,EB
9019,EB
10731,EB
9900,EB
9235,EB
10806,EB
7314,EB
11486,EB
10295,EB
4026,NonEB
9579,EB
7292,EB
6319,EB
6304,EB
4200,NonEB
8985,EB
6944,EB
1640,NonEB
10922,EB
8219,EB
12705,EB
4864,NonEB
4234,NonEB
13024,EB
7735,EB
2536,NonEB
4058,NonEB
10879,EB
13462,EB
6608,EB
4384,NonEB
833,NonEB
8060,EB
4483,NonEB
2329,NonEB
4652,NonEB
8857,EB
1651,NonEB
15,NonEB
7509,EB
5541,EB
13447,EB
5049,NonEB
11467,EB
4023,NonEB
10449,EB
5230,EB
4404,NonEB
8393,EB
12960,EB
1842,NonEB
1877,NonEB
5447,EB
1532,NonEB
10105,EB
9297,EB
6092,EB
6700,EB
4992,NonEB
3646,NonEB
7199,EB
5947,EB
3078,NonEB
6314,EB
9434,EB
659,NonEB
11242,EB
8427,EB
5955,EB
10570,EB
6363,EB
5124,NonEB
11664,EB
3909,NonEB
1850,NonEB
9658,EB
12809,EB
8391,EB
12070,EB
8127,EB
3035,NonEB
11897,EB
5209,EB
10843,EB
3344,NonEB
2538,NonEB
2662,NonEB
10700,EB
10474,EB
9430,EB
4999,NonEB
724,NonEB
7781,EB
9690,EB
9247,EB
5188,NonEB
9817,EB
8971,EB
7456,EB
4511,NonEB
2982,NonEB
1465,NonEB
1805,NonEB
10378,EB
8313,EB
11490,EB
10041,EB
13245,EB
8395,EB
2845,NonEB
2477,NonEB
8115,EB
6371,EB
6197,EB
6555,EB
9395,EB
12810,EB
13460,EB
134,NonEB
4753,NonEB
9940,EB
12177,EB
1336,NonEB
11235,EB
11027,EB
1436,NonEB
2541,NonEB
5150,NonEB
12730,EB
13191,EB
11992,EB
3549,NonEB
10408,EB
1623,NonEB
4518,NonEB
2334,NonEB
8099,EB
1770,NonEB
8681,EB
4167,NonEB
1104,NonEB
2516,NonEB
13708,EB
12435,EB
7063,EB
6991,EB
72,NonEB
11606,EB
6470,EB
865,NonEB
1373,NonEB
11617,EB
2403,NonEB
4393,NonEB
11307,EB
6998,EB
13118,EB
377,NonEB
12699,EB
12047,EB
11588,EB
13436,EB
8980,EB
6870,EB
5112,NonEB
4139,NonEB
12992,EB
13405,EB
5459,EB
7734,EB
1047,NonEB
757,NonEB
4086,NonEB
8730,EB
2961,NonEB
8035,EB
6485,EB
1928,NonEB
13508,EB
7810,EB
10930,EB
9149,EB
2152,NonEB
10618,EB
9291,EB
11000,EB
6910,EB
8245,EB
12465,EB
11546,EB
9895,EB
13770,EB
3417,NonEB
6926,EB
9411,EB
2747,NonEB
2028,NonEB
2562,NonEB
1121,NonEB
8328,EB
2974,NonEB
722,NonEB
6789,EB
13689,EB
11154,EB
7048,EB
2306,NonEB
12357,EB
8635,EB
1742,NonEB
11955,EB
10146,EB
4128,NonEB
9732,EB
4713,NonEB
2379,NonEB
32,NonEB
11081,EB
13635,EB
10628,EB
11928,EB
1675,NonEB
12209,EB
10844,EB
4539,NonEB
12548,EB
6208,EB
713,NonEB
4328,NonEB
5804,EB
8694,EB
9793,EB
5673,EB
2140,NonEB
10362,EB
958,NonEB
3884,NonEB
4257,NonEB
4548,NonEB
10736,EB
952,NonEB
4877,NonEB
338,NonEB
12529,EB
2227,NonEB
9146,EB
2628,NonEB
12799,EB
11356,EB
3921,NonEB
5411,EB
8751,EB
8260,EB
7540,EB
10535,EB
545,NonEB
13582,EB
10802,EB
4180,NonEB
251,NonEB
3527,NonEB
26,NonEB
1195,NonEB
10742,EB
9234,EB
12871,EB
12166,EB
9338,EB
5455,EB
5430,EB
1507,NonEB
10236,EB
9578,EB
12475,EB
3228,NonEB
8400,EB
11884,EB
13358,EB
2412,NonEB
